waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) Y
26.84543341844148,26.2994729191029,26.71337340860458,65.01400827678737,26.50138008727657,87.47570590558905,26.31577655680715,100.0169716911983
26.83899533764146,26.3310468615081,26.70317846464081,65.11910663013487,26.48910870973397,87.62552221878072,26.3021400530981,100.1784804905207
26.83249369956397,26.36240777027341,26.69289658684142,65.22349792840591,26.47674624135227,87.77431839001562,26.28841493204023,100.338775113093
26.82592798276386,26.3935568286328,26.68252741949811,65.32718643600823,26.4642926577349,87.92210222588103,26.27460150397316,100.4978675848966
26.819297664035,26.4244952049107,26.67207061546552,65.43017642231192,26.45174795227266,88.06888154281324,26.26070010338886,100.6557699379039
26.81260221847242,26.45522405286905,26.66152583646283,65.5324721627599,26.43911213654285,88.21466416878296,26.24671108929331,100.8124942123995
26.80584111953762,26.48574451205602,26.65089275338067,65.6340779399988,26.42638524070914,88.35945794499283,26.23263484556038,100.968052459334
26.79901383912471,26.51605770815464,26.64017104659195,65.73499804502561,26.41356731392193,88.50327072759742,26.21847178127681,101.1224567426455
26.79211984762973,26.54616475333352,26.62936040626763,65.83523677835446,26.40065842471797,88.64611038942955,26.20422233107814,101.2757191415988
26.78515861402237,26.57606674659873,26.61846053269687,65.93479845120088,26.38765866142024,88.78798482174555,26.1898869554738,101.4278517531071
26.77812960591882,26.60576477414628,26.60747113661171,66.0336873866853,26.37456813253607,88.92890193597991,26.17546614116163,101.5788666940581
26.77103228965843,26.63525990971725,26.59639193951562,66.13190792105463,26.36138696715426,89.06886966551298,26.16096040132988,101.7287761036132
26.76386613038197,26.66455321495398,26.58522267401682,66.22946440492142,26.34811531534027,89.20789596745171,26.14637027594624,101.8775921455164
26.75663059211206,26.69364573975759,26.57396308416539,66.32636120452334,26.33475334852857,89.3459888244126,26.13169633203293,102.0253270103658
26.74932513783698,26.72253852264846,26.56261292579453,66.42260270299946,26.32130125991245,89.48315624632491,26.11693916392669,102.1719929178823
26.74194922959605,26.75123259112771,26.55117196686541,66.51819330168655,26.30775926483,89.61940627223053,26.10209939352269,102.3176021191572
26.73450232856831,26.77972896204148,26.53963998781621,66.61313742143213,26.29412760114604,89.75474697209683,26.08717767050098,102.4621668988671
26.72698389516305,26.8080286419469,26.52801678191441,66.70743950392676,26.28040652962921,89.88918644863315,26.07217467253501,102.6056995774746
26.71939338911395,26.83613262748122,26.51630215561254,66.80110401305448,26.26659633432388,90.02273283910952,26.05709110548026,102.7482125133901
26.71173026957498,26.86404190573262,26.50449592890734,66.89413543626087,26.25269732291558,90.15539431718119,26.04192770354239,102.8897181051068
26.70399399521937,26.8917574546141,26.49259793570198,66.98653828594017,26.23870982709006,90.28717909471044,26.02668522942332,103.0302287933018
26.69618402434146,26.91928024324008,26.48060802417083,67.07831710083802,26.22463420288456,90.41809542359317,26.01136447444398,103.1697570628932
26.68829981496135,26.94661123230605,26.46852605712743,67.16947644747408,26.21047083103086,90.54815159757639,25.9959662586427,103.3083154450534
26.680340824932,26.97375137447065,26.45635191239434,67.260020921581,26.19622011728928,90.67735595407692,25.98049143084754,103.4459165191864
26.67230651204972,27.00070161474161,26.44408548317568,67.34995514955982,26.18188249277283,90.80571687599752,25.96494086872128,103.5825729148407
26.66419633416718,27.02746289086452,26.4317266784312,67.43928378995336,26.16745841426024,90.93324279352655,25.94931547877781,103.7182973135849
26.65600974930953,27.05403613371496,26.41927542325218,67.52801153493529,26.15294836449788,91.05994218593692,25.9336161963681,103.8531024508095
26.64774621579366,27.08042226769453,26.40673165923878,67.6161431118154,26.13835285248857,91.18582358336792,25.91784398563465,103.9870011174759
26.63940519235004,27.10662221113004,26.3940953448781,67.70368328456114,26.12367241376705,91.31089556859975,25.90199983943263,104.1200061617978
26.63098613824824,27.13263687667687,26.38136645592351,67.79063685533357,26.10890761066087,91.43516677880582,25.88608477921604,104.2521304908529
26.62248851342481,27.15846717172588,26.3685449857737,67.87700866603883,26.09405903253563,91.5586459072925,25.87009985488785,104.3833870721125
26.61391177861503,27.18411399881466,26.35563094585225,67.96280359989349,26.07912729602353,91.68134170521478,25.85404614461147,104.5137889348989
26.60525539548719,27.20957825604261,26.34262436598663,68.04802658300419,26.06411304523422,91.80326298327034,25.83792475458306,104.6433491717581
26.59651882678051,27.23486083749063,26.3295252947864,68.13268258595963,26.04901695194661,91.92441861337109,25.82173681876217,104.7720809397364
26.58770153644581,27.25996263364469,26.31633380002002,68.21677662543543,26.03383971578068,92.04481753027974,25.80548349855909,104.8999974615694
26.5788029897901,27.28488453182463,26.30304996899032,68.30031376581096,26.01858206434772,92.16446873321978,25.78916598247752,105.0271120267624
26.56982265362375,27.30962741661688,26.28967390890767,68.38329912079742,26.00324475337847,92.28338128745558,25.77278548571048,105.1534379925755
26.56075999641118,27.33419217031231,26.27620574726032,68.46573785507532,25.98782856682669,92.40156432582441,25.75634324968756,105.2789887848936
26.5516144884252,27.35857967334892,26.26264563218175,68.54763518594133,25.97233431694822,92.51902705023795,25.73984054157221,105.4037778989789
26.54238560190414,27.38279080475945,26.24899373281432,68.62899638496492,25.95676284435296,92.63577873313393,25.72327865370645,105.5278189001006
26.53307281121278,27.40682644262411,26.23525023966837,68.70982677965119,25.94111501802906,92.75182871888626,25.70665890300198,105.6511254240447
26.52367559300638,27.43068746452858,26.22141536497681,68.79013175510994,25.92539173533779,92.86718642515902,25.68998263027515,105.7737111774802
26.51419342639818,27.45437474802728,26.20748934304369,68.86991675573141,25.90959392197727,92.98186134420897,25.6732511995242,105.8955899381915
